url,Beds,Baths,Pricing,Address
https://rentals.ca/ottawa/116-boteler-street,3 ,1.5 ,$2600,"116 Boteler Street - Ottawa, ON"
https://rentals.ca/ottawa/784-saint-laurent-boulevard-1,1 - 2 ,1 - 2 ,$1745 - $2050,"784 Saint Laurent Boulevard - Ottawa, ON"
https://rentals.ca/ottawa/256-rideau,0 - 2 ,1 ,$1100 - $2500,"256 Rideau - Ottawa, ON"
https://rentals.ca/ottawa/655-755-anand-private,1 - 2 ,1 - 2 ,$1705 - $2135,"655 & 755 Anand Private - Ottawa, ON"
https://rentals.ca/ottawa/146-152-osgoode,1 ,1 ,$1475 - $1495,"150-152 Osgoode - Ottawa, ON"
https://rentals.ca/ottawa/477-cumberland-street-3,1 ,1 ,$1430,"477 Cumberland Street - 2 - Ottawa, ON"
https://rentals.ca/ottawa/160-ottawa-prestige-circle,1 - 2 ,1 - 2 ,$1885 - $2450,"160 Ottawa Prestige Circle - Ottawa, ON"
https://rentals.ca/ottawa/330-queen-elizabeth-drive,1 ,1 ,$1715,"330 Queen Elizabeth Drive - Ottawa, ON"
https://rentals.ca/ottawa/149-henderson,6 ,3 ,$920,"149 Henderson - Ottawa, ON"
https://rentals.ca/ottawa/111-cooper-street-7,0 - 2 ,1 - 2 ,$1230 - $1895,"111 Cooper Street - Ottawa, ON"
https://rentals.ca/ottawa/131-parkdale-avenue,2 ,1 ,$1509,"131 Parkdale Avenue - Ottawa, ON"
https://rentals.ca/ottawa/324-chapel-st,1 ,1 ,$1500,"324 Chapel St. - Ottawa, ON"
https://rentals.ca/ottawa/55-sweetland-ave,1 ,1 ,$1500,"55 Sweetland Ave. - Ottawa, ON"
https://rentals.ca/ottawa/17-aberdeen-street,2 ,1 ,$2199,"17 Aberdeen Street - Ottawa, ON"
https://rentals.ca/ottawa/400-montfort-street,2 ,1 ,$1695,"400 Montfort Street - Ottawa, ON"
https://rentals.ca/ottawa/126-sparks-street,1 ,1 - 1.5 ,$2450 - $2800,"126 Sparks Street - Ottawa, ON"
https://rentals.ca/ottawa/1541-lycee-place,1 - 3 ,1 ,$1703 - $2591,"1591 Lycee Place - Ottawa, ON"
https://rentals.ca/ottawa/700-somerset-street-west,0.5 - 2 ,1 ,$1480 - $2395,"700 Somerset Street West - Ottawa, ON"
https://rentals.ca/ottawa/1199-shillington-avenue,2 ,1.5 ,$2990,"1199 Shillington Avenue - Ottawa, ON"
https://rentals.ca/ottawa/475-laurier-avenue-west,1 ,1 ,$1650,"475 Laurier Avenue West - Ottawa, ON"
https://rentals.ca/ottawa/596-mcleod-street-1,1 ,1 ,$1800,"596 McLeod Street - Ottawa, ON"
https://rentals.ca/ottawa/411-north-river-rd-1,2 ,1.5 ,$3650,"411 North River Rd. - Ottawa, ON"
https://rentals.ca/ottawa/1971-st-laurent-blvd,1 ,1 ,$1611,"1971 St. Laurent Blvd - Ottawa, ON"
https://rentals.ca/ottawa/190-lees-avenue-2,1 - 2 ,1 ,$1705 - $2289,"190 Lees Avenue - Ottawa, ON"
https://rentals.ca/ottawa/305-rideau-st,1 - 4 ,1 - 2 ,$1075 - $2150,"305 Rideau St - Ottawa, ON"
https://rentals.ca/ottawa/2828-richmond-road,3 ,2 ,$2495,"2828 Richmond Road - Ottawa, ON"
https://rentals.ca/ottawa/450-daly-avenue-1,2 ,1 ,$600,"450 Daly Avenue - Ottawa, ON"
https://rentals.ca/ottawa/357-frank-street,3 ,1 ,$2400,"357 Frank Street - Ottawa, ON"
https://rentals.ca/ottawa/102-saint-andrew-street,2 ,1.5 ,$2400,"102 Saint Andrew Street - Ottawa, ON"
https://rentals.ca/ottawa/250-besserer-street,1 ,1 ,$1950,"250 Besserer Street - Ottawa, ON"
https://rentals.ca/ottawa/605-maclaren-street,2.5 ,1 ,$1500,"605 MacLaren Street - Ottawa, ON"
https://rentals.ca/ottawa/215-cooper-street,6 ,2 ,$4200,"215 Cooper Street - Ottawa, ON"
https://rentals.ca/ottawa/179-metcalfe-street,1 ,1 ,$1950,"179 Metcalfe Street - Ottawa, ON"
https://rentals.ca/ottawa/2040-dovercourt-avenue,3 ,2 ,$3200,"2040 DOVERCOURT AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/16-spadina-avenue-unit2,2 ,1 ,$2300,"16 SPADINA AVENUE UNIT#2 - Ottawa, ON"
https://rentals.ca/ottawa/293-zephyr-avenue,3 ,2 ,$2700,"293 ZEPHYR AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/2119-black-friars-road,4 ,3 ,$3400,"2119 BLACK FRIARS ROAD - Ottawa, ON"
https://rentals.ca/ottawa/179-metcalfe-street-unit401,2 ,2 ,$2595,"179 METCALFE STREET UNIT#401 - Ottawa, ON"
https://rentals.ca/ottawa/615-allied-mews,3 ,3 ,$2250,"615 ALLIED MEWS - Ottawa, ON"
https://rentals.ca/ottawa/354-jean-talon-street,4 ,1 ,$2499,"354 JEAN TALON STREET - Ottawa, ON"
https://rentals.ca/ottawa/249-temby-private,3 ,3 ,$2250,"249 TEMBY PRIVATE - Ottawa, ON"
https://rentals.ca/ottawa/58-young-street-unita-2,3 ,3 ,$3900,"58 YOUNG STREET UNIT#A - Ottawa, ON"
https://rentals.ca/ottawa/234-rideau-street-unit1807,2 ,2 ,$2750,"234 RIDEAU STREET UNIT#1807 - Ottawa, ON"
https://rentals.ca/ottawa/154-waverley-street-unit1c,2 ,2 ,$2600,"154 WAVERLEY STREET UNIT#1C - Ottawa, ON"
https://rentals.ca/ottawa/179-metcalfe-street-unit1408,1 ,1 ,$2200,"179 METCALFE STREET UNIT#1408 - Ottawa, ON"
https://rentals.ca/ottawa/179-george-street-unit2008-1,2 ,2 ,$2800,"179 GEORGE STREET UNIT#2008 - Ottawa, ON"
https://rentals.ca/ottawa/263-greensway-avenue-unit203,1 ,1 ,$1749,"263 GREENSWAY AVENUE UNIT#203 - Ottawa, ON"
https://rentals.ca/ottawa/570-laurier-avenue-w-unit1703,1 ,1 ,$2550,"570 LAURIER AVENUE W UNIT#1703 - Ottawa, ON"
https://rentals.ca/ottawa/100-applegate-private,3 ,3 ,$3300,"100 APPLEGATE PRIVATE - Ottawa, ON"
https://rentals.ca/ottawa/2610b-river-road,2 ,1 ,$1350,"2610B RIVER ROAD - Ottawa, ON"
https://rentals.ca/ottawa/191-kipp-street,3 ,4 ,$3400,"191 KIPP STREET - Ottawa, ON"
https://rentals.ca/ottawa/681-edison-avenue-unith,3 ,3 ,$2995,"681 EDISON AVENUE UNIT#H - Ottawa, ON"
https://rentals.ca/ottawa/300-meilleur-private-unitf,2 ,2 ,$2250,"300 MEILLEUR PRIVATE UNIT#F - Ottawa, ON"
https://rentals.ca/ottawa/179-george-street-unit205,2 ,2 ,$2500,"179 GEORGE STREET UNIT#205 - Ottawa, ON"
https://rentals.ca/ottawa/71-somerset-street-w-unit1803,2 ,2 ,$2200,"71 SOMERSET STREET W UNIT#1803 - Ottawa, ON"
https://rentals.ca/ottawa/313-saint-patrick-street,2 ,1.5 ,$2150,"313 Saint Patrick Street - Ottawa, ON"
https://rentals.ca/ottawa/195-martin-avenue,3 ,1 ,$2100,"195 Martin Avenue - Ottawa, ON"
https://rentals.ca/ottawa/854-bank-street-2,2 ,1 ,$2750,"854 Bank Street - Ottawa, ON"
https://rentals.ca/ottawa/2021-allegrini-terr,3 ,2.5 ,$2195,"2021 Allegrini Terr - Ottawa, ON"
https://rentals.ca/ottawa/429-somerset-street-west-2,2 ,2 ,$2800,"429 Somerset Street West - Ottawa, ON"
https://rentals.ca/ottawa/217-strathcona-avenue-1,3 ,3 ,$5800,"217 Strathcona Avenue - Ottawa, ON"
https://rentals.ca/ottawa/234-rideau-street-1,2 ,2 ,$2650,"234 Rideau Street - Ottawa, ON"
https://rentals.ca/ottawa/56-queen-victoria-street,2 ,2 ,$2800,"56 QUEEN VICTORIA STREET - Ottawa, ON"
https://rentals.ca/ottawa/200-rideau-street-unit1010-1,1 ,1 ,$1850,"200 RIDEAU STREET UNIT#1010 - Ottawa, ON"
https://rentals.ca/ottawa/475-laurier-avenue-w-unit2003,1 ,1 ,$1650,"475 LAURIER AVENUE W UNIT#2003 - Ottawa, ON"
https://rentals.ca/ottawa/276-carruthers-avenue-unita,1 ,1 ,$1950,"276 CARRUTHERS AVENUE UNIT#A - Ottawa, ON"
https://rentals.ca/ottawa/264-bruyere-street-1,3 ,1 ,$2395,"264 Bruyere Street - Ottawa, ON"
https://rentals.ca/ottawa/101-queen-street-unit910,2 ,2 ,$3200,"101 QUEEN STREET UNIT#910 - Ottawa, ON"
https://rentals.ca/ottawa/612-bank-street-unit16-1,1 ,1 ,$1800,"612 BANK STREET UNIT#16 - Ottawa, ON"
https://rentals.ca/ottawa/40-nepean-street-unit1102,1 ,1 ,$1800,"40 NEPEAN STREET UNIT#1102 - Ottawa, ON"
https://rentals.ca/ottawa/6435-fallowfield-road,1 ,1 ,$2100,"6435 FALLOWFIELD ROAD - Ottawa, ON"
https://rentals.ca/ottawa/19-belgrave-road-1,4 ,2 ,$2975,"19 BELGRAVE ROAD - Ottawa, ON"
https://rentals.ca/ottawa/355-livery-street,3 ,3 ,$2400,"355 LIVERY STREET - Ottawa, ON"
https://rentals.ca/ottawa/325-crossway-terrace,4 ,3 ,$2400,"325 Crossway Terrace - Ottawa, ON"
https://rentals.ca/ottawa/302-st-andrew-street,3 ,2 ,$2795,"302 ST ANDREW STREET - Ottawa, ON"
https://rentals.ca/ottawa/76-macdonald-street,2 ,2 ,$3700,"76 MACDONALD STREET - Ottawa, ON"
https://rentals.ca/ottawa/104-little-london-private,2 ,2 ,$2950,"104 LITTLE LONDON PRIVATE - Ottawa, ON"
https://rentals.ca/ottawa/2-newport-crescent,3 ,2 ,$2300,"2 NEWPORT CRESCENT - Ottawa, ON"
https://rentals.ca/ottawa/1020-keeper-heights-1,4 ,4 ,$2798,"1020 KEEPER HEIGHTS - Ottawa, ON"
https://rentals.ca/ottawa/415-greenview-avenue,1 ,1 ,$1425,"415 Greenview Avenue - Ottawa, ON"
https://rentals.ca/ottawa/87-spadina-avenue-3,5 ,2 ,$3387,"87 Spadina Avenue - Ottawa, ON"
https://rentals.ca/ottawa/670-borthwick-avenue,1 ,1 ,$1525,"670 Borthwick Avenue - Ottawa, ON"
https://rentals.ca/ottawa/505-saint-laurent-boulevard,3 ,1.5 ,$2300,"505 Saint Laurent Boulevard - Ottawa, ON"
https://rentals.ca/ottawa/200-besserer-street-1,0.5 ,0.5 ,$2050,"200 Besserer Street - Ottawa, ON"
https://rentals.ca/ottawa/276-carruthers-avenue-2,1 ,1 ,$1950,"276 Carruthers Avenue - Ottawa, ON"
https://rentals.ca/ottawa/276-carruthers-avenue,2 ,1 ,$2800,"276 Carruthers Avenue - Ottawa, ON"
https://rentals.ca/ottawa/1896-norwood-avenue,4 ,2.5 ,$3500,"1896 Norwood Avenue - Ottawa, ON"
https://rentals.ca/ottawa/45-st-andrew-street-unitb,2 ,1 ,$1800,"45 ST ANDREW STREET UNIT#B - Ottawa, ON"
https://rentals.ca/ottawa/413-donald-b-munro-drive,2 ,1 ,$2050,"413 DONALD B MUNRO DRIVE - Ottawa, ON"
https://rentals.ca/ottawa/543-de-mazenod-avenue,3 ,3 ,$3300,"543 DE MAZENOD AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/149-buena-vista-road-1,6 ,6 ,$9000,"149 BUENA VISTA ROAD - Ottawa, ON"
https://rentals.ca/ottawa/428-sparks-street-unit1202,1 ,1 ,$2350,"428 SPARKS STREET UNIT#1202 - Ottawa, ON"
https://rentals.ca/ottawa/255-argyle-avenue-unitph1,2 ,2 ,$4000,"255 ARGYLE AVENUE UNIT#PH1 - Ottawa, ON"
https://rentals.ca/ottawa/316-bruyere-street-unit216,2 ,2 ,$2395,"316 BRUYERE STREET UNIT#216 - Ottawa, ON"
https://rentals.ca/ottawa/203-catherine-street-unit712,1 ,1 ,$1875,"203 CATHERINE STREET UNIT#712 - Ottawa, ON"
https://rentals.ca/ottawa/317-chamomile-way,4 ,3 ,$3495,"317 CHAMOMILE WAY - Ottawa, ON"
https://rentals.ca/ottawa/1227-wellington-avenue-unit303,2 ,2 ,$3500,"1227 WELLINGTON AVENUE UNIT#303 - Ottawa, ON"
https://rentals.ca/ottawa/40-nepean-street-unit704-1,0 ,1 ,$2000,"40 NEPEAN STREET UNIT#704 - Ottawa, ON"
https://rentals.ca/ottawa/179-metcalfe-street-unit1705,1 ,1 ,$2100,"179 METCALFE STREET UNIT#1705 - Ottawa, ON"
https://rentals.ca/ottawa/2083-river-road,4 ,3 ,$7500,"2083 RIVER ROAD - Ottawa, ON"
https://rentals.ca/ottawa/569-mcleod-street-unit4-1,2 ,2 ,$2500,"569 MCLEOD STREET UNIT#4 - Ottawa, ON"
https://rentals.ca/ottawa/179-metcalfe-street-unit2605,1 ,1 ,$2099,"179 METCALFE STREET UNIT#2605 - Ottawa, ON"
https://rentals.ca/ottawa/101-pinhey-street-unit402,2 ,2 ,$2400,"101 PINHEY STREET UNIT#402 - Ottawa, ON"
https://rentals.ca/ottawa/26-rideau-terrace-1,4 ,3 ,$4100,"26 Rideau Terrace - Ottawa, ON"
https://rentals.ca/ottawa/556-laurier-avenue-west,2 ,2 ,$2500,"556 Laurier Avenue West - Ottawa, ON"
https://rentals.ca/ottawa/2385-ryan-drive-1,3 ,1.5 ,$2600,"2385 Ryan Drive - Ottawa, ON"
https://rentals.ca/ottawa/springland-drive,3 ,1.5 ,$795,"Springland Drive - Ottawa, ON"
https://rentals.ca/ottawa/32-rookie-crescent,3 ,2.5 ,$2395,"32 Rookie Crescent - Ottawa, ON"
https://rentals.ca/ottawa/440-roosevelt-avenue-1,1 ,1 ,$1850,"440 Roosevelt Avenue - Ottawa, ON"
https://rentals.ca/ottawa/59-cathcart-street,1 ,1 ,$1900,"59 Cathcart Street - Ottawa, ON"
https://rentals.ca/ottawa/2347-baseline-road,4 ,1.5 ,$800,"2347 Baseline Road - Ottawa, ON"
https://rentals.ca/ottawa/300-lisgar-street-3,1 ,1 ,$1900,"300 Lisgar Street - Ottawa, ON"
https://rentals.ca/ottawa/19-melrose-avenue,2 ,2 ,$4250,"19 Melrose Avenue - Ottawa, ON"
https://rentals.ca/ottawa/224-lyon-street-north-3,1.5 ,1 ,$2200,"224 Lyon Street North - Ottawa, ON"
https://rentals.ca/ottawa/1845-baseline-road,1 ,1 ,$800,"1845 Baseline Road - Ottawa, ON"
https://rentals.ca/ottawa/327-breezehill-avenue-south,2 ,2 ,$2600,"327 Breezehill Avenue South - Ottawa, ON"
https://rentals.ca/ottawa/1022-pampero-crescent,3 ,3 ,$2175,"1022 PAMPERO CRESCENT - Ottawa, ON"
https://rentals.ca/ottawa/50-fringewood-drive-unit2,3 ,2 ,$1750,"50 FRINGEWOOD DRIVE UNIT#2 - Ottawa, ON"
https://rentals.ca/ottawa/2-arundel-avenue-1,5 ,3 ,$4500,"2 ARUNDEL AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/199-kent-street-unit1602,1 ,1 ,$1950,"199 KENT STREET UNIT#1602 - Ottawa, ON"
https://rentals.ca/ottawa/179-metcalfe-street-unit1403,1 ,1 ,$2300,"179 METCALFE STREET UNIT#1403 - Ottawa, ON"
https://rentals.ca/ottawa/810-kingsmere-avenue-1,3 ,3 ,$3495,"810 KINGSMERE AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/324-laurier-avenue-unit1512,1 ,1 ,$2300,"324 LAURIER AVENUE UNIT#1512 - Ottawa, ON"
https://rentals.ca/ottawa/1682-maple-grove-road,4 ,2 ,$2350,"1682 MAPLE GROVE ROAD - Ottawa, ON"
https://rentals.ca/ottawa/29-zoisite-private,3 ,2 ,$2200,"29 ZOISITE PRIVATE - Ottawa, ON"
https://rentals.ca/ottawa/50-fringewood-drive-unit1,4 ,2 ,$1950,"50 FRINGEWOOD DRIVE UNIT#1 - Ottawa, ON"
https://rentals.ca/ottawa/2001-avenue-o-avenue,3 ,2 ,$2400,"2001 AVENUE O AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/242-rideau-street-unit601,2 ,2 ,$3000,"242 RIDEAU STREET UNIT#601 - Ottawa, ON"
https://rentals.ca/ottawa/336-tweedsmuir-avenue-unit3,2 ,2 ,$2800,"336 TWEEDSMUIR AVENUE UNIT#3 - Ottawa, ON"
https://rentals.ca/ottawa/623-allied-mews,4 ,3 ,$2250,"623 ALLIED MEWS - Ottawa, ON"
https://rentals.ca/ottawa/989-connaught-avenue-1,2 ,1 ,$1995,"989 CONNAUGHT AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/266-lorry-greenberg-drive,2 ,1 ,$1900,"266 LORRY GREENBERG DRIVE UNIT#101 - Ottawa, ON"
https://rentals.ca/ottawa/202-cumberland-street-unit4-1,2 ,2 ,$2200,"202 CUMBERLAND STREET UNIT#4 - Ottawa, ON"
https://rentals.ca/ottawa/59-beverley-avenue-1,2 ,1 ,$2100,"59 BEVERLEY AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/134-faraday-street,3 ,1 ,$2300,"134 FARADAY STREET - Ottawa, ON"
https://rentals.ca/ottawa/1141-jean-park-road-1,3 ,3 ,$2800,"1141 JEAN PARK ROAD - Ottawa, ON"
https://rentals.ca/ottawa/96-pretoria-avenue,5 ,3 ,$4500,"96 PRETORIA AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/1879-lorraine-avenue,4 ,2 ,$2950,"1879 Lorraine Avenue - Ottawa, ON"
https://rentals.ca/ottawa/18-nepean-street,2 ,2 ,$2450,"18 Nepean Street - Ottawa, ON"
https://rentals.ca/ottawa/307-duncairn-avenue-2,2 ,2 ,$2295,"307 Duncairn Avenue - Ottawa, ON"
https://rentals.ca/ottawa/59-beverley-avenue,2 ,1 ,$2100,"59 Beverley Avenue - Ottawa, ON"
https://rentals.ca/ottawa/861-blackcomb-private,2 ,1 ,$1795,"861 Blackcomb Private - Ottawa, ON"
https://rentals.ca/ottawa/1264-field-street,3 ,1 ,$2500,"1264 Field Street - Ottawa, ON"
https://rentals.ca/ottawa/269-everest-private,2 ,2.5 ,$2450,"269 Everest Private - Ottawa, ON"
https://rentals.ca/ottawa/356-shakespeare-street,3 ,1 ,$2200,"356 Shakespeare Street - Ottawa, ON"
https://rentals.ca/ottawa/6845-springrun-place,4 ,3 ,$3800,"6845 SPRINGRUN PLACE - Ottawa, ON"
https://rentals.ca/ottawa/285-kirchoffer-avenue,4 ,5 ,$4750,"285 KIRCHOFFER AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/199-slater-street-unit1810,1 ,1 ,$1850,"199 SLATER STREET UNIT#1810 - Ottawa, ON"
https://rentals.ca/ottawa/98-ascari-road-1,5 ,4 ,$3500,"98 ASCARI ROAD - Ottawa, ON"
https://rentals.ca/ottawa/304-ilmenite-private,2 ,2 ,$2100,"304 ILMENITE PRIVATE - Ottawa, ON"
https://rentals.ca/ottawa/15-crichton-street,3 ,3 ,$3800,"15 CRICHTON STREET - Ottawa, ON"
https://rentals.ca/ottawa/488-gilmour-street,1 ,1 ,$1825,"488 Gilmour Street - Ottawa, ON"
https://rentals.ca/ottawa/288-altha-avenue,2 ,1 ,$1800,"288 Altha Avenue - Ottawa, ON"
https://rentals.ca/ottawa/668-cooper-street,1 ,1 ,$1750,"668 Cooper Street - Ottawa, ON"
https://rentals.ca/ottawa/71-metropole-private,3.5 ,2.5 ,$3795,"71 Metropole Private - Ottawa, ON"
https://rentals.ca/ottawa/205-finsbury-avenue,3 ,3 ,$2400,"205 FINSBURY AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/324-laurier-avenue-w-unit1911,1 ,1 ,$2200,"324 LAURIER AVENUE W UNIT#1911 - Ottawa, ON"
https://rentals.ca/ottawa/245-kent-street-unit701,1 ,1 ,$2450,"245 KENT STREET UNIT#701 - Ottawa, ON"
https://rentals.ca/ottawa/131-alamo-street,3 ,3 ,$2349,"131 ALAMO STREET - Ottawa, ON"
https://rentals.ca/ottawa/1785-frobisher-lane-1,2 ,1 ,$2000,"1785 Frobisher Lane - Ottawa, ON"
https://rentals.ca/ottawa/1425-vanier-parkway-unit336,2 ,2 ,$3675,"1425 VANIER PARKWAY UNIT#336 - Ottawa, ON"
https://rentals.ca/ottawa/139-guigues-avenue-unit3,2 ,2 ,$2800,"139 GUIGUES AVENUE UNIT#3 - Ottawa, ON"
https://rentals.ca/ottawa/256-rideau-street-unit2804,0 ,1 ,$2150,"256 RIDEAU STREET UNIT#2804 - Ottawa, ON"
https://rentals.ca/ottawa/805-carling-avenue-unit709,1 ,1 ,$2400,"805 CARLING AVENUE UNIT#709 - Ottawa, ON"
https://rentals.ca/ottawa/700-sussex-drive-unit403-1,2 ,2 ,$3390,"700 SUSSEX DRIVE UNIT#403 - Ottawa, ON"
https://rentals.ca/ottawa/727-pleasant-park-road,4 ,2 ,$3300,"727 PLEASANT PARK ROAD - Ottawa, ON"
https://rentals.ca/ottawa/295-mackay-street-unit303,1 ,2 ,$2400,"295 MACKAY STREET UNIT#303 - Ottawa, ON"
https://rentals.ca/ottawa/12-somerset-street-w-unit1-3,3 ,3 ,$3750,"12 SOMERSET STREET W UNIT#1 - Ottawa, ON"
https://rentals.ca/ottawa/307-duncairn-avenue,2 ,2 ,$2295,"307 DUNCAIRN AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/110-rideau-terrace-terrace-unit2,1 ,2 ,$2350,"110 RIDEAU TERRACE TERRACE UNIT#2 - Ottawa, ON"
https://rentals.ca/ottawa/1425-vanier-parkway-unit217,2 ,2 ,$3599,"1425 VANIER PARKWAY UNIT#217 - Ottawa, ON"
https://rentals.ca/ottawa/171-ethel-street,3 ,1 ,$1950,"171 Ethel Street - Ottawa, ON"
https://rentals.ca/ottawa/bermondsey-way-1,4 ,2.5 ,$2500,"Bermondsey Way - Ottawa, ON"
https://rentals.ca/ottawa/1658-baseline-rd,1 ,2.5 ,$775,"1658 Baseline Rd - Ottawa, ON"
https://rentals.ca/ottawa/340-mackay-street,2 ,1 ,$1900,"340 MacKay Street - Ottawa, ON"
https://rentals.ca/ottawa/walkley-road,1 ,1 ,$925,"Walkley Road - Ottawa, ON"
https://rentals.ca/ottawa/walkley-road-3,1 ,1 ,$1000,"Walkley Road - Ottawa, ON"
https://rentals.ca/ottawa/255-bay-street-id660199,1.5 ,1 ,$2199,"255 Bay Street - Ottawa, ON"
https://rentals.ca/ottawa/58-stevenson-avenue,4 ,3 ,$4595,"58 STEVENSON AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/705-tweedsmuir-avenue-unit1,2 ,1 ,$1900,"705 TWEEDSMUIR AVENUE UNIT#1 - Ottawa, ON"
https://rentals.ca/ottawa/255-bay-street-unit706,1 ,1 ,$2199,"255 BAY STREET UNIT#706 - Ottawa, ON"
https://rentals.ca/ottawa/234-colbert-crescent,4 ,4 ,$4000,"234 COLBERT CRESCENT - Ottawa, ON"
https://rentals.ca/ottawa/2939-fairlea-crescent-unit34,4 ,2 ,$2000,"2939 FAIRLEA CRESCENT UNIT#34 - Ottawa, ON"
https://rentals.ca/ottawa/622-allied-mews,3 ,3 ,$2350,"622 ALLIED MEWS - Ottawa, ON"
https://rentals.ca/ottawa/429-somerset-street-unit1410,1 ,1 ,$1850,"429 SOMERSET STREET UNIT#1410 - Ottawa, ON"
https://rentals.ca/ottawa/263-greensway-avenue-unit505,1 ,1 ,$1695,"263 GREENSWAY AVENUE UNIT#505 - Ottawa, ON"
https://rentals.ca/ottawa/6847-south-village-drive,5 ,3 ,$3200,"6847 SOUTH VILLAGE DRIVE - Ottawa, ON"
https://rentals.ca/ottawa/530-laurier-avenue-w-unit1609-1,1 ,1 ,$1900,"530 LAURIER AVENUE W UNIT#1609 - Ottawa, ON"
https://rentals.ca/ottawa/2204-utah-street-2,4 ,3 ,$4000,"2204 UTAH STREET - Ottawa, ON"
https://rentals.ca/ottawa/1200-dorchester-avenue,2.5 ,1 ,$2175,"1200 Dorchester Avenue - Ottawa, ON"
https://rentals.ca/ottawa/jolliet-avenue-1,2 ,1 ,$2550,"Jolliet Avenue - Ottawa, ON"
https://rentals.ca/ottawa/8-crispin-private,2 ,1.5 ,$2100,"8 Crispin Private - Ottawa, ON"
https://rentals.ca/ottawa/139-stewart-street,2 ,1 ,$1999,"139 Stewart Street - Ottawa, ON"
https://rentals.ca/ottawa/1285-cahill-drive,1 ,1 ,$2000,"1285 Cahill Drive - Ottawa, ON"
https://rentals.ca/ottawa/302-saint-andrew-street,3 ,1.5 ,$2795,"302 Saint Andrew Street - Ottawa, ON"
https://rentals.ca/ottawa/943-wellington-street-west,2 ,1 ,$1950,"943 Wellington Street West - Ottawa, ON"
https://rentals.ca/ottawa/115-renfrew-avenue,4 ,2 ,$3050,"115 RENFREW AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/58-florence-street-unit1,1 ,1 ,$2295,"58 FLORENCE STREET UNIT#1 - Ottawa, ON"
https://rentals.ca/ottawa/530-laurier-avenue-unit1805,2 ,2 ,$2500,"530 LAURIER AVENUE UNIT#1805 - Ottawa, ON"
https://rentals.ca/ottawa/170-woodroffe-avenue,2 ,1 ,$1990,"170 WOODROFFE AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/3700-revelstoke-drive,4 ,3 ,$4750,"3700 REVELSTOKE DRIVE - Ottawa, ON"
https://rentals.ca/ottawa/182-hickory-street,3 ,2 ,$3500,"182 HICKORY STREET - Ottawa, ON"
https://rentals.ca/ottawa/123-sherbrooke-avenue,4 ,3 ,$2995,"123 SHERBROOKE AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/360-patricia-avenue-unit811,1 ,1 ,$1900,"360 PATRICIA AVENUE UNIT#811 - Ottawa, ON"
https://rentals.ca/ottawa/216-young-street,2 ,2 ,$2750,"216 YOUNG STREET - Ottawa, ON"
https://rentals.ca/ottawa/323-lanark-avenue,3 ,1 ,$2790,"323 LANARK AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/555-brittany-drive-2,2 ,2 ,$1980,"555 BRITTANY DRIVE UNIT#510 - Ottawa, ON"
https://rentals.ca/ottawa/556-laurier-avenue-unit704-1,2 ,2 ,$2800,"556 LAURIER AVENUE UNIT#704 - Ottawa, ON"
https://rentals.ca/ottawa/58-florence-street-unit4,2 ,1 ,$2800,"58 FLORENCE STREET UNIT#4 - Ottawa, ON"
https://rentals.ca/ottawa/117-beachview-private,3 ,2 ,$2400,"117 BEACHVIEW PRIVATE - Ottawa, ON"
https://rentals.ca/ottawa/777-derreen-avenue,3 ,3 ,$2400,"777 DERREEN AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/214-northwestern-avenue,3 ,2 ,$3450,"214 NORTHWESTERN AVENUE - Ottawa, ON"
https://rentals.ca/ottawa/180-york-street,1 ,1 ,$1750,"180 York Street - Ottawa, ON"
https://rentals.ca/ottawa/229-percy-street,3 ,1.5 ,$2650,"229 Percy Street - Ottawa, ON"
https://rentals.ca/ottawa/9-nobleton-avenue,3 ,2 ,$850,"9 Nobleton Avenue - Ottawa, ON"
https://rentals.ca/ottawa/467-slater-street-5,1 ,1 ,$1725,"467 Slater Street - Ottawa, ON"
https://rentals.ca/ottawa/467-slater-street-4,1 ,1 ,$1675,"467 Slater Street - Ottawa, ON"
https://rentals.ca/ottawa/345-cunningham-avenue,3 ,2 ,$2675,"345 Cunningham Avenue - Ottawa, ON"
https://rentals.ca/ottawa/345-cunningham-avenue-1,3 ,2 ,$2675,"345 Cunningham Avenue - Ottawa, ON"
https://rentals.ca/ottawa/467-slater-street-3,1 ,1 ,$1699,"467 Slater Street - Ottawa, ON"
https://rentals.ca/ottawa/203-catherine-street-2,1 ,1 ,$1750,"203 Catherine Street - Ottawa, ON"
